17,Austria,BundesligaAustria,3890000,107,1150000,110,-2740000,2002
18,Germany,2.Bundesliga,2180000,199,12950000,237,10760000,2002
19,Norway,Eliteserien,905000,66,4950000,74,4050000,2002
20,Poland,Ekstraklasa,680000,235,1280000,217,600000,2002
21,UnitedStates,MajorLeagueSoccer,500000,104,0,94,-500000,2002
22,Germany,3.Liga,480000,199,958000,246,478000,2002
23,Spain,LaLiga2,450000,77,0,82,-450000,2002
24,Italy,SerieC-GironeA,400000,317,0,335,-400000,2002
25,KoreaSouth,KLeague1,350000,82,5840000,46,5490000,2002
1,Italy,SerieA,758640000,398,713470000,367,-45170000,2001
2,England,PremierLeague,572880000,282,245040000,313,-327830000,2001
3,Spain,LaLiga,274750000,237,148340000,244,-126410000,2001
4,Germany,Bundesliga,183860000,165,88850000,169,-95020000,2001
5,France,Ligue1,150700000,274,166560000,270,15860000,2001
6,England,Championship,75790000,353,91090000,374,15300000,2001
7,Netherlands,Eredivisie,53060000,173,71030000,184,17970000,2001
8,Greece,SuperLeague,34030000,195,28380000,182,-5650000,2001
9,Turkey,SüperLig,25580000,374,46700000,345,21120000,2001
10,Belgium,JupilerProLeague,16790000,204,58130000,228,41340000,2001
11,Russia,PremierLigaRussia,12370000,189,7540000,193,-4840000,2001
12,Austria,BundesligaAustria,12120000,129,7730000,137,-4400000,2001
13,Germany,2.Bundesliga,9760000,230,17200000,252,7440000,2001
14,Switzerland,SuperLeague,5300000,123,7350000,126,2060000,2001
15,Italy,SerieC-GironeA,3520000,300,1500000,313,-2020000,2001
16,Ukraine,PremierLigaUkraine,3190000,108,900000,91,-2290000,2001
17,Japan,J2 League,2500000,95,0,105,-2500000,2001
18,Italy,SerieB,2480000,348,87810000,376,85330000,2001
19,Germany,3.Liga,1360000,189,2630000,208,1260000,2001
20,Spain,LaLiga2,800000,257,39100000,263,38300000,2001
21,France,Ligue2,780000,202,21800000,231,21020000,2001
22,Norway,Eliteserien,750000,86,6530000,88,5780000,2001
23,Norway,OBOS-ligaen,700000,39,75000,32,-625000,2001
24,Japan,J1League,400000,150,5500000,145,5100000,2001
25,Latvia,Virsliga,300000,20,0,45,-300000,2001
1,Italy,SerieA,496040000,404,234400000,358,-261640000,2000
2,England,PremierLeague,479840000,294,334690000,339,-145150000,2000
3,Spain,LaLiga,385180000,238,356090000,220,-29100000,2000
4,France,Ligue1,210370000,221,170260000,230,-40110000,2000
5,Germany,Bundesliga,116220000,171,52190000,162,-64030000,2000
6,Turkey,SüperLig,68750000,370,47830000,334,-20930000,2000
7,Netherlands,Eredivisie,48120000,175,73200000,176,25090000,2000
8,Portugal,LigaNOS,33300000,186,59450000,184,26150000,2000
9,Greece,SuperLeague,21950000,211,11490000,179,-10460000,2000
10,Belgium,JupilerProLeague,10440000,233,17850000,220,7410000,2000
11,Austria,BundesligaAustria,10330000,117,1750000,120,-8580000,2000
12,Germany,2.Bundesliga,10070000,242,11860000,234,1800000,2000
13,England,Championship,9910000,32,4320000,32,-5590000,2000
14,Switzerland,SuperLeague,7450000,98,17980000,107,10530000,2000
15,Russia,PremierLigaRussia,6480000,184,9300000,164,2820000,2000
16,Italy,SerieB,4280000,390,30200000,410,25930000,2000
17,Ukraine,PremierLigaUkraine,4000000,95,43200000,90,39200000,2000
18,Spain,LaLiga2,3500000,240,103150000,266,99650000,2000
19,Norway,Eliteserien,3350000,81,16150000,68,12800000,2000
20,Japan,J1League,1200000,147,2700000,151,1500000,2000
21,Poland,Ekstraklasa,1190000,177,4400000,157,3210000,2000
22,France,Ligue2,950000,213,15980000,222,15030000,2000
23,Italy,SerieC-GironeB,800000,346,1040000,318,240000,2000
24,Germany,3.Liga,572000,234,2340000,274,1760000,2000
25,Italy,SerieC-GironeA,500000,335,0,341,-500000,2000
